GAME_DATE,last_name,first_name,Current Status,Reason
2024-02-05,James,LeBron,Questionable,"Injury/Illness-LeftAnkle;Peroneal
Tendinopathy"
2024-02-05,Reddish,Cam,Out,Injury/Illness-RightAnkle;Sprain
2024-02-05,Vanderbilt,Jarred,Out,Injury/Illness-RightFoot;Soreness
2024-02-05,Vincent,Gabe,Out,Injury/Illness-LeftKnee;Surgery
2024-02-05,Vezenkov,Sasha,Questionable,Injury/Illness-RightAnkle;Sprain
2024-02-05,Allen,Jarrett,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-02-05,Jerome,Ty,Out,Injury/Illness-RightAnkle;Surgery
2024-02-05,Paul,Chris,Out,Injury/Illness-LeftHand;Fracture
2024-02-05,PaytonII,Gary,Out,Injury/Illness-LeftHamstring;Strain
2024-02-05,Saric,Dario,Probable,Injury/Illness-General;Illness
2024-02-05,Wiggins,Andrew,Doubtful,Injury/Illness-LeftAnkle;Soreness
2024-02-05,Finney-Smith,Dorian,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-05,Sharpe,Day'Ron,Out,"Injury/Illness-LeftKnee;
Hyperextension"
2024-02-05,Simmons,Ben,Out,"Injury/Illness-LeftLowerBack;Injury
Maintenance"
2024-02-05,SmithJr.,Dennis,Probable,Injury/Illness-RightFoot;Soreness
2024-02-05,Whitehead,Dariq,Out,"Injury/Illness-LeftShin;Stress
Reaction"
2024-02-05,Bey,Saddiq,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-02-05,Capela,Clint,Out,Injury/Illness-LeftAdductor;Strain
2024-02-05,Hunter,De'Andre,Questionable,"Injury/Illness-RightKnee;Injury
Management"
2024-02-05,Jones,Herbert,Questionable,"Injury/Illness-RightAdductor;
Tightness"
2024-02-05,NanceJr.,Larry,Questionable,Injury/Illness-LeftAnkle;Soreness
2024-02-05,Williamson,Zion,Questionable,"Injury/Illness-LeftFoot;Bone
Contusion"
2024-02-05,Zeller,Cody,Available,Injury/Illness-Face;Mask
2024-02-06,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Injury
Management"
2024-02-06,VanVleet,Fred,Out,Injury/Illness-LeftAdductor;Strain
2024-02-06,Haliburton,Tyrese,Questionable,"Injury/Illness-LeftHamstring;Strain
InjuryManagement"
2024-02-06,Smith,Jalen,Questionable,Injury/Illness-LowBack;Spasms
2024-02-06,Aldama,Santi,Questionable,Injury/Illness-Tailbone;Contusion
2024-02-06,Bane,Desmond,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-06,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2024-02-06,JacksonJr.,Jaren,Doubtful,Injury/Illness-RightHip;Soreness
2024-02-06,Konchar,John,Questionable,Injury/Illness-RightCalf;Contusion
2024-02-06,LaRavia,Jake,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-06,Morant,Ja,Out,"Injury/Illness-RightShoulder;Labral
Repair"
2024-02-06,Oladipo,Victor,Out,"Injury/Illness-LeftPatellar;Tendon
Repair"
2024-02-06,Rose,Derrick,Questionable,"Injury/Illness-LeftHamstring;
Soreness"
2024-02-06,Smart,Marcus,Out,"Injury/Illness-RightRingFinger;
CentralSlipTear"
2024-02-06,Tillman,Xavier,Doubtful,"Injury/Illness-LeftKnee;Injury
Recovery"
2024-02-06,WilliamsJr.,Vince,Questionable,Injury/Illness-LeftWrist;Soreness
2024-02-06,Williams,Ziaire,Out,"Injury/Illness-LeftHand;Bone
Contusion"
2024-02-06,Anunoby,OG,Out,"Injury/Illness-RightElbow;
Inflammation"
2024-02-06,Grimes,Quentin,Out,Injury/Illness-RightKnee;Sprained
2024-02-06,Randle,Julius,Out,"Injury/Illness-RightShoulder;
Dislocated"
2024-02-06,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-02-06,Herro,Tyler,Probable,"Injury/Illness-Head;Migraine
Headache"
2024-02-06,Robinson,Duncan,Questionable,ConcussionProtocol
2024-02-06,Smith,Dru,Out,Injury/Illness-RightKnee;Surgery
2024-02-06,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2024-02-06,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2024-02-06,Caruso,Alex,Questionable,Injury/Illness-LeftAdductor;Strain
2024-02-06,Craig,Torrey,Probable,"Injury/Illness-RightPlantarFascia;
Sprain"
2024-02-06,LaVine,Zach,Out,"Injury/Illness-RightAnkle;Sprain;R
MidfootInflammation"
2024-02-06,Terry,Dalen,Probable,Injury/Illness-RightAnkle;Sprain
2024-02-06,White,Coby,Probable,Injury/Illness-LeftAnkle;Contusion
2024-02-06,Williams,Patrick,Out,"Injury/Illness-LeftMidfoot;Bone
Edema"
2024-02-06,Bertans,Davis,Questionable,Injury/Illness-RightKnee;Soreness
2024-02-06,Dieng,Ousmane,Questionable,Injury/Illness-LeftHip;Strain
2024-02-06,Joe,Isaiah,Out,Injury/Illness-Sternum;Contusion
2024-02-06,Micic,Vasilije,Questionable,Injury/Illness-RightAnkle;Sprain
2024-02-06,Wallace,Cason,Questionable,Injury/Illness-RightShoulder;Sprain
2024-02-06,WatersIII,Lindy,Questionable,Injury/Illness-LeftAnkle;Strain
2024-02-06,Williams,Jalen,Questionable,Injury/Illness-RightAnkle;Sprain
2024-02-06,Williams,Jaylin,Questionable,"Injury/Illness-LeftAchilles;
Tendinitis"
2024-02-06,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightKnee;Patellar
Tendinitis"
2024-02-06,JacksonJr.,Andre,Probable,Injury/Illness-RightWrist;Sprain
2024-02-06,Lillard,Damian,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-02-06,Beal,Bradley,Available,Injury/Illness-Nasal;Fracture
2024-02-06,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2024-02-07,Jerome,Ty,Out,Injury/Illness-RightAnkle;Surgery
2024-02-07,BagleyIII,Marvin,Out,"Injury/Illness-N/a;Lowback
contusion"
2024-02-07,Livers,Isaiah,Out,"Injury/Illness-RightHip;Righthip
jointcapsuleinflammation"
2024-02-07,Porter,Jontay,Questionable,Injury/Illness-Back;lower-spasms
2024-02-07,TrentJr.,Gary,Probable,Injury/Illness-Back;lower-tightness
2024-02-07,Ball,LaMelo,Out,"Injury/Illness-RightAnkle;
Tendinopathy"
2024-02-07,Hayward,Gordon,Questionable,Injury/Illness-LeftCalf;Strain
2024-02-07,Martin,Cody,Questionable,Injury/Illness-RightKnee;Contusion
2024-02-07,Ntilikina,Frank,Questionable,"Injury/Illness-RightHip;
Impingement"
2024-02-07,Williams,Mark,Out,"Injury/Illness-LowBack;Injury
Recovery"
2024-02-07,Capela,Clint,Out,Injury/Illness-LeftAdductor;Strain
2024-02-07,Gueye,Mouhamed,Out,"Injury/Illness-RightLowBack;Stress
Fracture"
2024-02-07,Hunter,De'Andre,Probable,"Injury/Illness-RightKnee;Injury
Management"
2024-02-07,Holiday,Jrue,Questionable,Injury/Illness-RightElbow;Sprain
2024-02-07,Green,Draymond,Questionable,Injury/Illness-RightKnee;Contusion
2024-02-07,Paul,Chris,Out,Injury/Illness-LeftHand;Fracture
2024-02-07,PaytonII,Gary,Out,Injury/Illness-LeftHamstring;Strain
2024-02-07,Wiggins,Andrew,Probable,Injury/Illness-LeftAnkle;Contusion
2024-02-07,Batum,Nicolas,Out,Injury/Illness-LeftHamstring;Strain
2024-02-07,Covington,Robert,Out,Injury/Illness-LeftKnee;BoneBruise
2024-02-07,Embiid,Joel,Out,"Injury/Illness-LeftKnee;Meniscus
Procedure"
2024-02-07,Maxey,Tyrese,Questionable,Injury/Illness-N/a;Illness
2024-02-07,Melton,De'Anthony,Out,"Injury/Illness-Back;LumbarSpine
StressResponse"
2024-02-07,Bassey,Charles,Out,Injury/Illness-LeftAcl;Tear
2024-02-07,Bogdanovic,Bojan,Questionable,Injury/Illness-LeftCalf;Soreness
2024-02-07,Cunningham,Cade,Questionable,"Injury/Illness-LeftKnee;Injury
Management"
2024-02-07,Stewart,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-07,Vezenkov,Sasha,Questionable,Injury/Illness-RightAnkle;Sprain
2024-02-07,Marshall,Naji,Questionable,Injury/Illness-LowBack;Spasm
2024-02-07,Williamson,Zion,Questionable,"Injury/Illness-LeftFoot;Bone
Contusion"
2024-02-07,Zeller,Cody,Available,Injury/Illness-Face;Mask
2024-02-07,Diabate,Moussa,Out,"Injury/Illness-RightHand;
MetacarpalFracture"
2024-02-08,Haliburton,Tyrese,Questionable,"Injury/Illness-LeftHamstring;Strain
InjuryManagement"
2024-02-08,Mathurin,Bennedict,Questionable,Injury/Illness-N/A;Illness
2024-02-08,Smith,Jalen,Questionable,Injury/Illness-LowBack;Spasms
2024-02-08,Finney-Smith,Dorian,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-08,Johnson,Cameron,Out,"Injury/Illness-LeftAdductor;
Tightness"
2024-02-08,Sharpe,Day'Ron,Out,Injury/Illness-LeftKnee;
2024-02-08,WalkerIV,Lonnie,Out,"Injury/Illness-LeftHamstring;
Tightness"
2024-02-08,Whitehead,Dariq,Out,"Injury/Illness-LeftShin;Stress
Reaction"
2024-02-08,Doncic,Luka,Probable,Injury/Illness-Nose;Broken
2024-02-08,Exum,Dante,Out,Injury/Illness-RightKnee;Bursitis
2024-02-08,Irving,Kyrie,Probable,Injury/Illness-RightThumb;Sprain
2024-02-08,Kleber,Maxi,Questionable,"Injury/Illness-RightSmallToe;
Dislocation"
2024-02-08,LivelyII,Dereck,Out,Injury/Illness-Nasal;Fracture
2024-02-08,Anunoby,OG,Out,"Injury/Illness-RightElbow;Bone
SpurIrritation"
2024-02-08,Brunson,Jalen,Questionable,Injury/Illness-RightAnkle;Sprained
2024-02-08,Grimes,Quentin,Out,Injury/Illness-RightKnee;Sprained
2024-02-08,Randle,Julius,Out,"Injury/Illness-RightShoulder;
Dislocated"
2024-02-08,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-02-08,Sims,Jericho,Questionable,Injury/Illness-Illness;Illness
2024-02-08,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2024-02-08,Caruso,Alex,Probable,Injury/Illness-LeftAdductor;Strain
2024-02-08,Craig,Torrey,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-02-08,LaVine,Zach,Out,"Injury/Illness-RightAnkle;Sprain,R
MidfootInflammation"
2024-02-08,Terry,Dalen,Probable,Injury/Illness-RightAnkle;Sprain
2024-02-08,White,Coby,Probable,Injury/Illness-LeftAnkle;Contusion
2024-02-08,Williams,Patrick,Out,"Injury/Illness-LeftMidfoot;Bone
Edema"
2024-02-08,Bane,Desmond,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-08,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2024-02-08,JacksonJr.,Jaren,Questionable,Injury/Illness-RightHip;Soreness
2024-02-08,LaRavia,Jake,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-08,Morant,Ja,Out,"Injury/Illness-RightShoulder;Labral
Repair"
2024-02-08,Oladipo,Victor,Out,"Injury/Illness-LeftPatellar;Tendon
Repair"
2024-02-08,Rose,Derrick,Questionable,Injury/Illness-RightAnkle;Soreness
2024-02-08,Smart,Marcus,Out,"Injury/Illness-RightRingFinger;
CentralSlipTear"
2024-02-08,Williams,Ziaire,Doubtful,Injury/Illness-LeftHand;Bone
2024-02-08,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2024-02-08,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightKnee;Patellar
Tendinitis"
2024-02-08,Crowder,Jae,Probable,Injury/Illness-LeftAnkle;Sprain
2024-02-08,Lillard,Damian,Questionable,Injury/Illness-LeftAnkle;Sprain
2024-02-08,Middleton,Khris,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-08,Payne,Cameron,Probable,"Injury/Illness-LeftKnee;
Hyperextension"
2024-02-08,Sensabaugh,Brice,Questionable,Injury/Illness-LeftHip;Soreness
2024-02-08,Beal,Bradley,Questionable,Injury/Illness-RightAnkle;Sprain
2024-02-08,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2024-02-08,Caldwell-Pope,Kentavious,Questionable,"Injury/Illness-RightHamstring;
Tightness"
2024-02-08,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2024-02-08,Davis,Anthony,Questionable,"Injury/Illness-BilateralAchilles;
Tendinopathy&LeftHipSpasm"
2024-02-08,James,LeBron,Questionable,"Injury/Illness-LeftAnkle;Peroneal
Tendinopathy"
2024-02-08,Reddish,Cam,Out,Injury/Illness-RightAnkle;Sprain
2024-02-08,Vanderbilt,Jarred,Out,Injury/Illness-RightMid-foot;Sprain
2024-02-08,Vincent,Gabe,Out,Injury/Illness-LeftKnee;Surgery
2024-02-08,Ayton,Deandre,Questionable,Injury/Illness-General;Illness
2024-02-08,Brown,Moses,Out,Injury/Illness-LeftWrist;Fracture
2024-02-08,Grant,Jerami,Probable,Injury/Illness-LowerBack;Strain
2024-02-08,Henderson,Scoot,Questionable,Injury/Illness-LeftFoot;Sprain
2024-02-08,Sharpe,Shaedon,Out,"Injury/Illness-LowerAbdominal;
Strain"
2024-02-08,Walker,Jabari,Probable,Injury/Illness-RightAnkle;Sprain
2024-02-08,WilliamsIII,Robert,Out,"Injury/Illness-RightKnee;Ligament
Tear"
2024-02-09,Capela,Clint,Out,Injury/Illness-LeftAdductor;Strain
2024-02-09,Gueye,Mouhamed,Out,"Injury/Illness-RightLowBack;Stress
Fracture"
2024-02-09,Hunter,De'Andre,Probable,"Injury/Illness-RightKnee;Injury
Management"
2024-02-09,Murray,Dejounte,Questionable,Injury/Illness-LowerBack;Tightness
2024-02-09,Batum,Nicolas,Out,Injury/Illness-LeftHamstring;Strain
2024-02-09,Covington,Robert,Out,Injury/Illness-LeftKnee;BoneBruise
2024-02-09,Embiid,Joel,Out,"Injury/Illness-LeftKnee;Meniscus
Procedure"
2024-02-09,Melton,De'Anthony,Out,"Injury/Illness-Back;LumbarSpine
StressResponse"
2024-02-09,Adams,Steven,Out,"Injury/Illness-RightKnee;PCL
Surgery"
2024-02-09,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Injury
Management"
2024-02-09,VanVleet,Fred,Out,Injury/Illness-LeftAdductor;Strain
2024-02-09,Porter,Jontay,Questionable,Injury/Illness-Back;spasms;lower
2024-02-09,BagleyIII,Marvin,Out,"Injury/Illness-N/a;Lowback
contusion"
2024-02-09,BaldwinJr.,Patrick,Questionable,"Injury/Illness-RightAnkle;Right
anklesprain"
2024-02-09,Livers,Isaiah,Out,"Injury/Illness-RightHip;Righthip
jointcapsuleinflammation"
2024-02-09,Tatum,Jayson,Questionable,Injury/Illness-Illness;Non-Covid
2024-02-09,Ball,LaMelo,Out,Injury/Illness-RightAnkle;
2024-02-09,Martin,Cody,Probable,Injury/Illness-RightKnee;Contusion
2024-02-09,Williams,Mark,Out,"Injury/Illness-LowBack;Injury
Recovery"
2024-02-09,Duarte,Chris,Out,Injury/Illness-RightAnkle;Sprain
2024-02-09,Marshall,Naji,Questionable,Injury/Illness-LowBack;Spasm
2024-02-09,Valanciunas,Jonas,Questionable,Injury/Illness-RightCalf;Contusion
2024-02-09,Williamson,Zion,Questionable,Injury/Illness-LeftFoot;BoneBruise
2024-02-09,Zeller,Cody,Available,Injury/Illness-Face;Mask
2024-02-10,Hayward,Gordon,Out,Injury/Illness-LeftCalf;Strain
2024-02-10,Doncic,Luka,Probable,Injury/Illness-Nose;Broken
2024-02-10,Exum,Dante,Out,Injury/Illness-RightKnee;Bursitis
2024-02-10,Irving,Kyrie,Probable,Injury/Illness-RightThumb;Sprain
2024-02-10,Kleber,Maxi,Questionable,"Injury/Illness-RightSmallToe;
Dislocation;NasalFracture"
2024-02-10,LivelyII,Dereck,Out,Injury/Illness-Nasal;Fracture
2024-02-10,Cunningham,Cade,Probable,"Injury/Illness-LeftKnee;Injury
Management"
2024-02-10,Stewart,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-10,Thompson,Ausar,Probable,Injury/Illness-LeftAnkle;Sprain
2024-02-10,Bassey,Charles,Out,Injury/Illness-LeftAcl;Tear
2024-02-10,Johnson,Cameron,Out,Injury/Illness-LeftAdductor;Strain
2024-02-10,Sharpe,Day'Ron,Out,"Injury/Illness-LeftKnee;
Hyperextension"
2024-02-10,WalkerIV,Lonnie,Probable,"Injury/Illness-LeftHamstring;
Tightness"
2024-02-10,Whitehead,Dariq,Out,"Injury/Illness-LeftShin;Stress
Reaction"
2024-02-10,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2024-02-10,Caruso,Alex,Probable,Injury/Illness-LeftAdductor;Strain
2024-02-10,Craig,Torrey,Probable,Injury/Illness-RightAnkle;Sprain
2024-02-10,LaVine,Zach,Out,Injury/Illness-RightMidfoot;Surgery
2024-02-10,White,Coby,Probable,Injury/Illness-LeftAnkle;Contusion
2024-02-10,Williams,Patrick,Out,"Injury/Illness-LeftMidfoot;Bone
Edema"
2024-02-10,Bane,Desmond,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-10,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2024-02-10,LaRavia,Jake,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-10,Morant,Ja,Out,"Injury/Illness-RightShoulder;Labral
Repair"
2024-02-10,Rose,Derrick,Questionable,Injury/Illness-RightAnkle;Soreness
2024-02-10,Smart,Marcus,Out,"Injury/Illness-RightRingFinger;
CentralSlipTear"
2024-02-10,Williams,Ziaire,Doubtful,"Injury/Illness-LeftHand;Bone
Contusion"
2024-02-10,Jerome,Ty,Out,Injury/Illness-RightAnkle;Surgery
2024-02-10,Haliburton,Tyrese,Questionable,"Injury/Illness-LeftHamstring;Strain
InjuryManagement"
2024-02-10,Smith,Jalen,Questionable,Injury/Illness-LowerBack;Spasms
2024-02-10,Anunoby,OG,Out,Injury/Illness-RightElbow;Surgery
2024-02-10,Brunson,Jalen,Questionable,Injury/Illness-RightAnkle;Sprained
2024-02-10,Hartenstein,Isaiah,Out,Injury/Illness-LeftAchillies;Sore
2024-02-10,Randle,Julius,Out,"Injury/Illness-RightShoulder;
Dislocated"
2024-02-10,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-02-10,Sims,Jericho,Questionable,Injury/Illness-Illness;Illness
2024-02-10,Beal,Bradley,Probable,Injury/Illness-RightAnkle;Sprain
2024-02-10,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2024-02-10,Paul,Chris,Out,Injury/Illness-LeftHand;Fracture
2024-02-10,Ayton,Deandre,Questionable,Injury/Illness-General;Illness
2024-02-10,Brogdon,Malcolm,Questionable,Injury/Illness-General;Illness
2024-02-10,Brown,Moses,Out,Injury/Illness-LeftWrist;Fracture
2024-02-10,Henderson,Scoot,Questionable,Injury/Illness-LeftFoot;Sprain
2024-02-10,Reath,Duop,Questionable,Injury/Illness-RightKnee;Tendinitis
2024-02-10,Sharpe,Shaedon,Out,"Injury/Illness-LowerAbdominal;
Surgery"
2024-02-10,Simons,Anfernee,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-10,WilliamsIII,Robert,Out,"Injury/Illness-RightKnee;Ligament
Tear"
2024-02-11,Springer,Jaden,Out,"Injury/Illness-RightAnkle;
Impingement"
2024-02-11,Tillman,Xavier,Out,Injury/Illness-LeftKnee;Soreness
2024-02-11,Smith,Dru,Out,Injury/Illness-RightKnee;Surgery
2024-02-11,Duarte,Chris,Out,Injury/Illness-RightAnkle;Sprain
2024-02-11,Vezenkov,Sasha,Out,Injury/Illness-RightAnkle;Sprain
2024-02-11,Hayward,Gordon,Out,Injury/Illness-LeftCalf;Strain
2024-02-12,Haliburton,Tyrese,Questionable,"Injury/Illness-LeftHamstring;Strain
InuryManagement"
2024-02-12,Smith,Jalen,Out,Injury/Illness-LowerBack;Spasms
2024-02-12,Ball,LaMelo,Out,"Injury/Illness-RightAnkle;
Tendinopathy"
2024-02-12,Martin,Cody,Probable,Injury/Illness-RightKnee;Contusion
2024-02-12,Williams,Mark,Out,"Injury/Illness-LowBack;Injury
Recovery"
2024-02-12,Bamba,Mo,Questionable,Injury/Illness-RightKnee;Soreness
2024-02-12,Batum,Nicolas,Out,Injury/Illness-LeftHamstring;Strain
2024-02-12,Covington,Robert,Out,Injury/Illness-LeftKnee;BoneBruise
2024-02-12,Embiid,Joel,Out,"Injury/Illness-LeftKnee;Meniscus
Procedure"
2024-02-12,Melton,De'Anthony,Out,Injury/Illness-Back;LumbarSpine
2024-02-12,Jerome,Ty,Out,Injury/Illness-RightAnkle;Surgery
2024-02-12,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2024-02-12,Caruso,Alex,Questionable,Injury/Illness-LeftToe;Contusion
2024-02-12,Craig,Torrey,Probable,Injury/Illness-LeftToe;Sprain
2024-02-12,LaVine,Zach,Out,Injury/Illness-RightMidfoot;Surgery
2024-02-12,White,Coby,Probable,Injury/Illness-LeftAnkle;Contusion
2024-02-12,Williams,Patrick,Out,"Injury/Illness-LeftMidfoot;Bone
Edema"
2024-02-12,Capela,Clint,Out,Injury/Illness-LeftAdductor;Strain
2024-02-12,Fernando,Bruno,Probable,Injury/Illness-Illness;Illness
2024-02-12,Gueye,Mouhamed,Out,"Injury/Illness-RightLowBack;Stress
Fracture"
2024-02-12,Matthews,Wesley,Out,Injury/Illness-Illness;Illness
2024-02-12,Mills,Patty,Doubtful,Injury/Illness-Illness;Illness
2024-02-12,Bassey,Charles,Out,Injury/Illness-LeftAcl;Tear
2024-02-12,Caldwell-Pope,Kentavious,Questionable,"Injury/Illness-RightHamstring;
Tightness"
2024-02-12,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2024-02-12,PorterJr.,Michael,Probable,"Injury/Illness-RightKnee;
Tendinopathy"
2024-02-12,Antetokounmpo,Giannis,Probable,"Injury/Illness-RightKnee;Patellar
Tendinitis"
2024-02-12,Lillard,Damian,Probable,Injury/Illness-LeftAnkle;Sprain
2024-02-12,Middleton,Khris,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-12,Daniels,Dyson,Out,Injury/Illness-LeftKnee;Soreness
2024-02-12,Williamson,Zion,Questionable,"Injury/Illness-LeftFoot;Bone
Contusion"
2024-02-12,Zeller,Cody,Questionable,Injury/Illness-LeftKnee;Soreness
2024-02-12,Bane,Desmond,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-12,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2024-02-12,LaRavia,Jake,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-12,Morant,Ja,Out,"Injury/Illness-RightShoulder;Labral
Repair"
2024-02-12,Rose,Derrick,Doubtful,Injury/Illness-RightAnkle;Soreness
2024-02-12,Smart,Marcus,Out,"Injury/Illness-RightRingFinger;
CentralSlipTear"
2024-02-12,Williams,Ziaire,Doubtful,"Injury/Illness-LeftHand;Bone
Contusion"
2024-02-12,Anunoby,OG,Out,Injury/Illness-RightElbow;Surgery
2024-02-12,Hartenstein,Isaiah,Questionable,Injury/Illness-LeftAchillies;Sore
2024-02-12,Randle,Julius,Out,"Injury/Illness-RightShoulder;
Dislocated"
2024-02-12,Robinson,Mitchell,Out,Injury/Illness-LeftAnkle;Surgery
2024-02-12,Sims,Jericho,Probable,Injury/Illness-Illness;Illness
2024-02-12,Adams,Steven,Out,"Injury/Illness-RightKnee;PCL
Surgery"
2024-02-12,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Injury
Management"
2024-02-12,Sengun,Alperen,Questionable,Injury/Illness-LowerBack;Pain
2024-02-12,VanVleet,Fred,Out,Injury/Illness-LeftAdductor;Strain
2024-02-12,Whitmore,Cam,Out,Injury/Illness-RightAnkle;Sprain
2024-02-12,Livers,Isaiah,Out,"Injury/Illness-RightHip;Righthip
jointcapsuleinflammation"
2024-02-12,Doncic,Luka,Probable,Injury/Illness-Nose;Broken
2024-02-12,Exum,Dante,Out,Injury/Illness-RightKnee;Soreness
2024-02-12,Irving,Kyrie,Probable,Injury/Illness-RightThumb;Sprain
2024-02-12,Kleber,Maxi,Probable,Injury/Illness-Nasal;Fracture
2024-02-12,LivelyII,Dereck,Out,Injury/Illness-Nasal;Fracture
2024-02-12,Paul,Chris,Out,Injury/Illness-LeftHand;Fracture
2024-02-12,Santos,Gui,Questionable,Injury/Illness-LeftKnee;Soreness
2024-02-12,PorterJr.,Otto,Questionable,Injury/Illness-LeftFoot;Soreness
2024-02-12,Sensabaugh,Brice,Questionable,Injury/Illness-LeftHip;Soreness
2024-02-12,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2024-02-12,McDaniels,Jaden,Questionable,"Injury/Illness-LeftIndexFinger;
Sprain"
2024-02-13,Porzingis,Kristaps,Questionable,Injury/Illness-LowBack;Contusion
2024-02-13,Springer,Jaden,Out,"Injury/Illness-RightAnkle;
Impingement"
2024-02-13,Tillman,Xavier,Out,"Injury/Illness-LeftKnee;Injury
Management"
2024-02-13,Johnson,Cameron,Out,Injury/Illness-LeftAdductor;Strain
2024-02-13,Whitehead,Dariq,Out,"Injury/Illness-LeftShin;Stress
Reaction"
2024-02-13,Hayward,Gordon,Out,Injury/Illness-LeftCalf;Strain
2024-02-13,Richardson,Josh,Out,"Injury/Illness-RightShoulder;
Dislocation"
2024-02-13,Robinson,Duncan,Questionable,Injury/Illness-LeftShoulder/Elbow;
2024-02-13,Rozier,Terry,Out,Injury/Illness-RightKnee;Sprain
2024-02-13,Smith,Dru,Out,Injury/Illness-RightKnee;Surgery
2024-02-13,Brogdon,Malcolm,Out,"Injury/Illness-RightElbow;
Tendinitis"
2024-02-13,Brown,Moses,Out,Injury/Illness-LeftWrist;Fracture
2024-02-13,Henderson,Scoot,Questionable,Injury/Illness-LeftFoot;Sprain
2024-02-13,Reath,Duop,Probable,Injury/Illness-RightKnee;Tendinitis
2024-02-13,Sharpe,Shaedon,Out,"Injury/Illness-LowerAbdominal;
Surgery"
2024-02-13,Simons,Anfernee,Probable,Injury/Illness-LeftAnkle;Sprain
2024-02-13,WilliamsIII,Robert,Out,"Injury/Illness-RightKnee;Ligament
Tear"
2024-02-13,Duarte,Chris,Questionable,Injury/Illness-RightAnkle;Sprain
2024-02-13,Vezenkov,Sasha,Out,Injury/Illness-RightAnkle;Sprain
2024-02-13,Beal,Bradley,Available,Injury/Illness-Nasal;Fracture
2024-02-13,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2024-02-13,Grimes,Quentin,Out,Injury/Illness-RightKnee;Sprain
2024-02-13,Stewart,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2024-02-13,Christie,Max,Out,Injury/Illness-RightAnkle;Sprain
2024-02-13,Davis,Anthony,Questionable,"Injury/Illness-BilateralAchilles;
Tendinopathy&LeftHipSpasm"
2024-02-13,James,LeBron,Questionable,"Injury/Illness-LeftAnkle;Peroneal
Tendinopathy"
2024-02-13,Reddish,Cam,Out,Injury/Illness-RightAnkle;Sprain
2024-02-13,Vanderbilt,Jarred,Out,Injury/Illness-RightMid-foot;Sprain
2024-02-13,Vincent,Gabe,Out,Injury/Illness-LeftKnee;Surgery
2024-02-14,Capela,Clint,Out,Injury/Illness-LeftAdductor;Strain
2024-02-14,Griffin,AJ,Out,Injury/Illness-Illness;Illness
2024-02-14,Gueye,Mouhamed,Out,"Injury/Illness-RightLowBack;Stress
Fracture"
2024-02-14,Matthews,Wesley,Out,Injury/Illness-Illness;Illness
